OrderID,OrderDate,CustomerID,City,State,ProductID,ProductName,Category,UnitPrice,Quantity,LineSubtotal,DiscountRate,DiscountAmount,TaxAmount,ShippingMethod,ShippingCost,OrderTotal,PaymentMethod,ShippingDate,DeliveryDate,Returned,RefundAmount
ORD20125,26/08/2024 00:00,CUST1048,Abuja,Fct,P3002,Women T‑Shirt,Clothing,20,2,40,0,0,3,Expedited,10,53,Bank Transfer,26/08/2024 00:00,28/08/2024 00:00,No,0
ORD20126,29/08/2024 00:00,CUST1193,Lagos,Lagos State,P2001,Cookware Set,Home & Kitchen,130,3,390,0,0,29.25,Expedited,10,429.25,Bank Transfer,29/08/2024 00:00,30/08/2024 00:00,No,0
ORD20127,07/04/2025 00:00,CUST1280,Minna,Niger State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.1,13,8.78,Two-Day,10,135.78,Cash On Delivery,07/04/2025 00:00,08/04/2025 00:00,No,0
ORD20128,23/04/2024 00:00,CUST1169,Sokoto,Sokoto State,P6001,Football,Sports,30,2,60,0.05,3,4.27,Standard,5,66.27,Credit Card,23/04/2024 00:00,24/04/2024 00:00,No,0
ORD20129,06/05/2025 00:00,CUST1023,Kano,Kano State,P1001,Smartphone X1,Electronics,300,1,300,0.05,15,21.38,Expedited,10,316.38,Bank Transfer,06/05/2025 00:00,08/05/2025 00:00,No,0
ORD20130,13/02/2025 00:00,CUST1297,Jos,Plateau State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Standard,10,149.75,Paypal,13/02/2025 00:00,16/02/2025 00:00,No,0
ORD20131,28/05/2024 00:00,CUST1015,Kano,Kano State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Two-Day,5,26.5,Credit Card,28/05/2024 00:00,01/06/2024 00:00,Yes,26.5
ORD20132,13/05/2024 00:00,CUST1289,Minna,Niger State,P2002,Vacuum Cleaner,Home & Kitchen,200,2,400,0,0,30,Standard,10,440,Bank Transfer,13/05/2024 00:00,14/05/2024 00:00,No,0
ORD20133,03/07/2025 00:00,CUST1155,Kano,Kano State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Standard,5,327.5,Paypal,03/07/2025 00:00,05/07/2025 00:00,Yes,327.5
ORD20134,18/03/2025 00:00,CUST1021,Jos,Plateau State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Standard,10,1300,Paypal,18/03/2025 00:00,23/03/2025 00:00,No,0
ORD20135,12/10/2024 00:00,CUST1014,Sokoto,Sokoto State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,5,101.75,Paypal,12/10/2024 00:00,14/10/2024 00:00,No,0
ORD20136,08/10/2025 00:00,CUST1229,Minna,Niger State,P3001,Men Denim Jeans,Clothing,45,1,45,0.05,2.25,3.21,Expedited,10,55.96,Cash On Delivery,08/10/2025 00:00,12/10/2025 00:00,No,0
ORD20137,25/08/2025 00:00,CUST1124,Abuja,Fct,P1001,Smartphone X1,Electronics,300,2,600,0,0,45,Two-Day,10,655,Paypal,25/08/2025 00:00,30/08/2025 00:00,No,0
ORD20138,15/12/2025 00:00,CUST1179,Minna,Niger State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,5,37.25,Credit Card,15/12/2025 00:00,17/12/2025 00:00,No,0
ORD20139,23/07/2024 00:00,CUST1180,Minna,Niger State,P5001,Bestseller Novel,Books,12,2,24,0,0,1.8,Two-Day,5,30.8,Bank Transfer,23/07/2024 00:00,27/07/2024 00:00,No,0
ORD20140,15/03/2024 00:00,CUST1035,Jos,Plateau State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,5,37.25,Paypal,15/03/2024 00:00,18/03/2024 00:00,No,0
ORD20141,27/07/2024 00:00,CUST1049,Lagos,Lagos State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,15,337.5,Credit Card,27/07/2024 00:00,30/07/2024 00:00,No,0
ORD20142,25/04/2025 00:00,CUST1027,Kaduna,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0.05,0.6,0.86,Two-Day,10,22.26,Cash On Delivery,25/04/2025 00:00,28/04/2025 00:00,No,0
ORD20143,09/05/2024 00:00,CUST1050,Zaria,Kaduna State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Two-Day,10,332.5,Credit Card,09/05/2024 00:00,13/05/2024 00:00,No,0
ORD20144,25/12/2025 00:00,CUST1226,Lagos,Lagos State,P3002,Women T‑Shirt,Clothing,20,2,40,0.05,2,2.85,Expedited,15,55.85,Credit Card,25/12/2025 00:00,30/12/2025 00:00,No,0
ORD20145,13/09/2024 00:00,CUST1268,Jos,Plateau State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0.05,60,85.5,Expedited,15,1240.5,Credit Card,13/09/2024 00:00,17/09/2024 00:00,No,0
ORD20146,29/02/2024 00:00,CUST1154,Kano,Kano State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Two-Day,5,26.5,Cash On Delivery,29/02/2024 00:00,02/03/2024 00:00,No,0
ORD20147,24/01/2025 00:00,CUST1160,Lagos,Lagos State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,15,230,Cash On Delivery,24/01/2025 00:00,26/01/2025 00:00,No,0
ORD20148,29/05/2025 00:00,CUST1048,Minna,Niger State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Two-Day,15,154.75,Paypal,29/05/2025 00:00,31/05/2025 00:00,No,0
ORD20149,04/02/2025 00:00,CUST1169,Zaria,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0.05,0.6,0.86,Two-Day,10,22.26,Bank Transfer,04/02/2025 00:00,05/02/2025 00:00,No,0
ORD20150,20/06/2025 00:00,CUST1053,Lagos,Lagos State,P4001,Body Lotion,Health & Beauty,15,4,60,0.1,6,4.05,Two-Day,15,73.05,Credit Card,20/06/2025 00:00,21/06/2025 00:00,No,0
ORD20151,14/01/2025 00:00,CUST1149,Lagos,Lagos State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Expedited,15,147.76,Cash On Delivery,14/01/2025 00:00,17/01/2025 00:00,No,0
ORD20152,09/05/2024 00:00,CUST1049,Minna,Niger State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Two-Day,10,58.38,Credit Card,09/05/2024 00:00,14/05/2024 00:00,No,0
ORD20153,17/11/2024 00:00,CUST1022,Jos,Plateau State,P5001,Bestseller Novel,Books,12,1,12,0.05,0.6,0.86,Expedited,10,22.26,Cash On Delivery,17/11/2024 00:00,19/11/2024 00:00,No,0
ORD20154,29/11/2024 00:00,CUST1163,Zaria,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,5,220,Credit Card,29/11/2024 00:00,30/11/2024 00:00,No,0
ORD20155,20/11/2024 00:00,CUST1269,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,2,180,0,0,13.5,Two-Day,15,208.5,Cash On Delivery,20/11/2024 00:00,23/11/2024 00:00,No,0
ORD20156,13/10/2024 00:00,CUST1167,Kaduna,Kaduna State,P4001,Body Lotion,Health & Beauty,15,3,45,0,0,3.38,Expedited,15,63.38,Bank Transfer,13/10/2024 00:00,17/10/2024 00:00,No,0
ORD20157,15/08/2025 00:00,CUST1186,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Standard,10,1300,Paypal,15/08/2025 00:00,18/08/2025 00:00,No,0
ORD20158,14/09/2024 00:00,CUST1024,Sokoto,Sokoto State,P6001,Football,Sports,30,1,30,0.05,1.5,2.14,Standard,5,35.64,Cash On Delivery,14/09/2024 00:00,17/09/2024 00:00,No,0
ORD20159,10/11/2024 00:00,CUST1185,Zaria,Kaduna State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,5,26.5,Cash On Delivery,10/11/2024 00:00,12/11/2024 00:00,No,0
ORD20160,31/05/2024 00:00,CUST1272,Lagos,Lagos State,P1001,Smartphone X1,Electronics,300,1,300,0.05,15,21.38,Expedited,10,316.38,Paypal,31/05/2024 00:00,03/06/2024 00:00,No,0
ORD20161,08/07/2024 00:00,CUST1288,Lagos,Lagos State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,5,1295,Credit Card,08/07/2024 00:00,11/07/2024 00:00,No,0
ORD20162,28/07/2024 00:00,CUST1050,Jos,Plateau State,P1002,Laptop Pro 15,Electronics,1200,2,2400,0,0,180,Expedited,10,2590,Credit Card,28/07/2024 00:00,31/07/2024 00:00,No,0
ORD20163,10/08/2024 00:00,CUST1292,Kaduna,Kaduna State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,5,1295,Paypal,10/08/2024 00:00,15/08/2024 00:00,No,0
ORD20164,27/08/2025 00:00,CUST1261,Minna,Niger State,P1001,Smartphone X1,Electronics,300,1,300,0.05,15,21.38,Expedited,15,321.38,Bank Transfer,27/08/2025 00:00,30/08/2025 00:00,No,0
ORD20165,04/09/2025 00:00,CUST1145,Abuja,Fct,P2001,Cookware Set,Home & Kitchen,130,3,390,0,0,29.25,Expedited,10,429.25,Paypal,04/09/2025 00:00,05/09/2025 00:00,Yes,429.25
ORD20166,11/07/2025 00:00,CUST1217,Sokoto,Sokoto State,P3001,Men Denim Jeans,Clothing,45,4,180,0,0,13.5,Standard,10,203.5,Bank Transfer,11/07/2025 00:00,13/07/2025 00:00,No,0
ORD20167,25/07/2024 00:00,CUST1037,Jos,Plateau State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,5,26.5,Bank Transfer,25/07/2024 00:00,30/07/2024 00:00,No,0
ORD20168,17/02/2025 00:00,CUST1263,Sokoto,Sokoto State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,5,1295,Bank Transfer,17/02/2025 00:00,22/02/2025 00:00,No,0
ORD20169,07/01/2024 00:00,CUST1020,Zaria,Kaduna State,P4001,Body Lotion,Health & Beauty,15,1,15,0.1,1.5,1.01,Standard,5,19.51,Cash On Delivery,07/01/2024 00:00,10/01/2024 00:00,No,0
ORD20170,08/06/2025 00:00,CUST1002,Kaduna,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,5,220,Cash On Delivery,08/06/2025 00:00,11/06/2025 00:00,No,0
ORD20171,25/02/2025 00:00,CUST1278,Jos,Plateau State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Two-Day,15,27.9,Bank Transfer,25/02/2025 00:00,27/02/2025 00:00,No,0
ORD20172,05/11/2024 00:00,CUST1297,Jos,Plateau State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Standard,5,21.12,Bank Transfer,05/11/2024 00:00,06/11/2024 00:00,No,0
ORD20173,13/10/2025 00:00,CUST1071,Lagos,Lagos State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0.05,10,14.25,Standard,15,219.25,Bank Transfer,13/10/2025 00:00,16/10/2025 00:00,No,0
ORD20174,06/03/2025 00:00,CUST1289,Kano,Kano State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Expedited,10,58.38,Cash On Delivery,06/03/2025 00:00,09/03/2025 00:00,No,0
ORD20175,05/01/2024 00:00,CUST1009,Kaduna,Kaduna State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,15,1305,Cash On Delivery,05/01/2024 00:00,10/01/2024 00:00,No,0
ORD20176,13/10/2025 00:00,CUST1237,Jos,Plateau State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Two-Day,5,53.38,Bank Transfer,13/10/2025 00:00,15/10/2025 00:00,No,0
ORD20177,29/04/2024 00:00,CUST1172,Minna,Niger State,P4001,Body Lotion,Health & Beauty,15,1,15,0.05,0.75,1.07,Expedited,10,25.32,Cash On Delivery,29/04/2024 00:00,30/04/2024 00:00,No,0
ORD20178,19/01/2024 00:00,CUST1074,Minna,Niger State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Standard,15,111.75,Cash On Delivery,19/01/2024 00:00,20/01/2024 00:00,No,0
ORD20179,21/10/2024 00:00,CUST1188,Lagos,Lagos State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,10,42.25,Cash On Delivery,21/10/2024 00:00,24/10/2024 00:00,No,0
ORD20180,08/12/2025 00:00,CUST1263,Jos,Plateau State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,5,26.5,Bank Transfer,08/12/2025 00:00,10/12/2025 00:00,No,0
ORD20181,18/05/2025 00:00,CUST1171,Sokoto,Sokoto State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Expedited,15,154.75,Bank Transfer,18/05/2025 00:00,22/05/2025 00:00,No,0
ORD20182,30/07/2024 00:00,CUST1046,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Standard,15,111.75,Paypal,30/07/2024 00:00,01/08/2024 00:00,No,0
ORD20183,08/06/2024 00:00,CUST1013,Kaduna,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,3,600,0.05,30,42.75,Expedited,15,627.75,Credit Card,08/06/2024 00:00,09/06/2024 00:00,No,0
ORD20184,01/04/2024 00:00,CUST1204,Lagos,Lagos State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,15,337.5,Credit Card,01/04/2024 00:00,03/04/2024 00:00,No,0
ORD20185,08/03/2025 00:00,CUST1281,Abuja,Fct,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,15,27.9,Credit Card,08/03/2025 00:00,12/03/2025 00:00,No,0
ORD20186,28/09/2024 00:00,CUST1052,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,5,1295,Cash On Delivery,28/09/2024 00:00,01/10/2024 00:00,No,0
ORD20187,07/08/2024 00:00,CUST1091,Sokoto,Sokoto State,P1001,Smartphone X1,Electronics,300,2,600,0,0,45,Two-Day,5,650,Credit Card,07/08/2024 00:00,09/08/2024 00:00,No,0
ORD20188,28/10/2024 00:00,CUST1199,Kaduna,Kaduna State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Two-Day,10,26.12,Bank Transfer,28/10/2024 00:00,01/11/2024 00:00,No,0
ORD20189,05/05/2025 00:00,CUST1201,Kaduna,Kaduna State,P6001,Football,Sports,30,1,30,0,0,2.25,Standard,15,47.25,Paypal,05/05/2025 00:00,09/05/2025 00:00,No,0
ORD20190,17/06/2025 00:00,CUST1197,Abuja,Fct,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Expedited,5,101.75,Bank Transfer,17/06/2025 00:00,20/06/2025 00:00,No,0
ORD20191,10/10/2025 00:00,CUST1274,Jos,Plateau State,P4001,Body Lotion,Health & Beauty,15,2,30,0,0,2.25,Two-Day,5,37.25,Paypal,10/10/2025 00:00,13/10/2025 00:00,Yes,37.25
ORD20192,09/01/2024 00:00,CUST1172,Sokoto,Sokoto State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,5,1295,Cash On Delivery,09/01/2024 00:00,10/01/2024 00:00,No,0
ORD20193,02/10/2025 00:00,CUST1136,Kano,Kano State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,15,27.9,Cash On Delivery,02/10/2025 00:00,07/10/2025 00:00,No,0
ORD20194,08/10/2024 00:00,CUST1051,Abuja,Fct,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,5,17.9,Paypal,08/10/2024 00:00,09/10/2024 00:00,No,0
ORD20195,19/09/2024 00:00,CUST1210,Lagos,Lagos State,P1003,Wireless Headphones,Electronics,90,1,90,0.1,9,6.08,Standard,5,92.08,Bank Transfer,19/09/2024 00:00,21/09/2024 00:00,No,0
ORD20196,15/09/2025 00:00,CUST1287,Kano,Kano State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Two-Day,5,17.9,Paypal,15/09/2025 00:00,18/09/2025 00:00,No,0
ORD20197,06/05/2025 00:00,CUST1211,Jos,Plateau State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,10,225,Cash On Delivery,06/05/2025 00:00,10/05/2025 00:00,No,0
ORD20198,25/05/2025 00:00,CUST1136,Sokoto,Sokoto State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Expedited,10,142.76,Bank Transfer,25/05/2025 00:00,26/05/2025 00:00,No,0
ORD20199,12/09/2025 00:00,CUST1123,Zaria,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Standard,10,106.75,Bank Transfer,12/09/2025 00:00,13/09/2025 00:00,No,0
ORD20200,31/05/2025 00:00,CUST1273,Lagos,Lagos State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,15,337.5,Paypal,31/05/2025 00:00,02/06/2025 00:00,No,0
ORD20201,20/05/2025 00:00,CUST1109,Zaria,Kaduna State,P6001,Football,Sports,30,3,90,0,0,6.75,Expedited,15,111.75,Cash On Delivery,20/05/2025 00:00,23/05/2025 00:00,No,0
ORD20202,16/12/2025 00:00,CUST1060,Lagos,Lagos State,P1003,Wireless Headphones,Electronics,90,1,90,0.15,13.5,5.74,Expedited,5,87.24,Paypal,16/12/2025 00:00,19/12/2025 00:00,No,0
ORD20203,25/06/2024 00:00,CUST1045,Kano,Kano State,P6001,Football,Sports,30,4,120,0,0,9,Two-Day,10,139,Credit Card,25/06/2024 00:00,29/06/2024 00:00,No,0
ORD20204,04/08/2025 00:00,CUST1115,Abuja,Fct,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Two-Day,15,27.9,Cash On Delivery,04/08/2025 00:00,09/08/2025 00:00,No,0
ORD20205,21/01/2024 00:00,CUST1216,Zaria,Kaduna State,P1001,Smartphone X1,Electronics,300,1,300,0.05,15,21.38,Expedited,15,321.38,Paypal,21/01/2024 00:00,24/01/2024 00:00,No,0
ORD20206,28/11/2025 00:00,CUST1043,Abuja,Fct,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,10,225,Cash On Delivery,28/11/2025 00:00,01/12/2025 00:00,No,0
ORD20207,04/05/2024 00:00,CUST1137,Minna,Niger State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,15,337.5,Cash On Delivery,04/05/2024 00:00,07/05/2024 00:00,No,0
ORD20208,26/05/2024 00:00,CUST1071,Kaduna,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,5,220,Credit Card,26/05/2024 00:00,30/05/2024 00:00,No,0
ORD20209,15/04/2024 00:00,CUST1177,Kaduna,Kaduna State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0.15,180,76.5,Expedited,15,1111.5,Cash On Delivery,15/04/2024 00:00,20/04/2024 00:00,No,0
ORD20210,20/02/2024 00:00,CUST1127,Jos,Plateau State,P5001,Bestseller Novel,Books,12,2,24,0,0,1.8,Expedited,15,40.8,Credit Card,20/02/2024 00:00,21/02/2024 00:00,No,0
ORD20211,15/01/2025 00:00,CUST1040,Lagos,Lagos State,P3002,Women T‑Shirt,Clothing,20,2,40,0,0,3,Two-Day,15,58,Paypal,15/01/2025 00:00,18/01/2025 00:00,No,0
ORD20212,09/01/2024 00:00,CUST1048,Zaria,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,15,230,Cash On Delivery,09/01/2024 00:00,14/01/2024 00:00,No,0
ORD20213,12/09/2025 00:00,CUST1057,Zaria,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Expedited,15,111.75,Bank Transfer,12/09/2025 00:00,14/09/2025 00:00,Yes,111.75
ORD20214,04/03/2025 00:00,CUST1046,Sokoto,Sokoto State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,15,47.25,Bank Transfer,04/03/2025 00:00,07/03/2025 00:00,No,0
ORD20215,16/07/2025 00:00,CUST1154,Abuja,Fct,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,10,225,Credit Card,16/07/2025 00:00,19/07/2025 00:00,No,0
ORD20216,03/09/2024 00:00,CUST1260,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,2,180,0.05,9,12.82,Standard,15,198.82,Bank Transfer,03/09/2024 00:00,08/09/2024 00:00,No,0
ORD20217,05/07/2025 00:00,CUST1140,Kano,Kano State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0.05,10,14.25,Expedited,10,214.25,Cash On Delivery,05/07/2025 00:00,10/07/2025 00:00,No,0
ORD20218,26/12/2025 00:00,CUST1242,Lagos,Lagos State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,5,26.5,Cash On Delivery,26/12/2025 00:00,27/12/2025 00:00,No,0
ORD20219,22/07/2025 00:00,CUST1035,Zaria,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0.1,1.2,0.81,Two-Day,15,26.61,Credit Card,22/07/2025 00:00,26/07/2025 00:00,Yes,26.61
ORD20220,08/06/2024 00:00,CUST1157,Sokoto,Sokoto State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Standard,15,111.75,Paypal,08/06/2024 00:00,12/06/2024 00:00,No,0
ORD20221,08/01/2025 00:00,CUST1110,Sokoto,Sokoto State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Expedited,5,101.75,Paypal,08/01/2025 00:00,13/01/2025 00:00,No,0
ORD20222,19/02/2025 00:00,CUST1079,Minna,Niger State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Standard,5,21.12,Paypal,19/02/2025 00:00,20/02/2025 00:00,No,0
ORD20223,09/01/2024 00:00,CUST1138,Jos,Plateau State,P6001,Football,Sports,30,1,30,0.05,1.5,2.14,Two-Day,15,45.64,Credit Card,09/01/2024 00:00,11/01/2024 00:00,No,0
ORD20224,13/04/2024 00:00,CUST1067,Minna,Niger State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,5,17.9,Credit Card,13/04/2024 00:00,17/04/2024 00:00,No,0
ORD20225,14/01/2025 00:00,CUST1221,Minna,Niger State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Expedited,15,230,Bank Transfer,14/01/2025 00:00,15/01/2025 00:00,No,0
ORD20226,27/04/2025 00:00,CUST1236,Kano,Kano State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Standard,5,1295,Credit Card,27/04/2025 00:00,02/05/2025 00:00,Yes,1295
ORD20227,22/05/2024 00:00,CUST1021,Kaduna,Kaduna State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,15,47.25,Cash On Delivery,22/05/2024 00:00,23/05/2024 00:00,No,0
ORD20228,01/11/2025 00:00,CUST1282,Jos,Plateau State,P6001,Football,Sports,30,1,30,0.05,1.5,2.14,Expedited,15,45.64,Bank Transfer,01/11/2025 00:00,02/11/2025 00:00,No,0
ORD20229,29/07/2025 00:00,CUST1125,Abuja,Fct,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,15,1305,Paypal,29/07/2025 00:00,31/07/2025 00:00,No,0
ORD20230,08/03/2025 00:00,CUST1059,Kano,Kano State,P3001,Men Denim Jeans,Clothing,45,3,135,0,0,10.12,Two-Day,10,155.12,Cash On Delivery,08/03/2025 00:00,10/03/2025 00:00,No,0
ORD20231,21/03/2025 00:00,CUST1129,Kano,Kano State,P6001,Football,Sports,30,1,30,0.1,3,2.02,Expedited,10,39.02,Bank Transfer,21/03/2025 00:00,25/03/2025 00:00,No,0
ORD20232,27/03/2025 00:00,CUST1183,Jos,Plateau State,P3001,Men Denim Jeans,Clothing,45,3,135,0,0,10.12,Two-Day,5,150.12,Paypal,27/03/2025 00:00,29/03/2025 00:00,No,0
ORD20233,15/12/2024 00:00,CUST1265,Lagos,Lagos State,P1001,Smartphone X1,Electronics,300,1,300,0.15,45,19.12,Two-Day,5,279.12,Credit Card,15/12/2024 00:00,20/12/2024 00:00,No,0
ORD20234,20/10/2025 00:00,CUST1262,Lagos,Lagos State,P5001,Bestseller Novel,Books,12,2,24,0,0,1.8,Two-Day,15,40.8,Bank Transfer,20/10/2025 00:00,24/10/2025 00:00,No,0
ORD20235,23/01/2024 00:00,CUST1174,Kaduna,Kaduna State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,15,47.25,Paypal,23/01/2024 00:00,26/01/2024 00:00,No,0
ORD20236,21/08/2024 00:00,CUST1196,Lagos,Lagos State,P3002,Women T‑Shirt,Clothing,20,1,20,0.05,1,1.42,Standard,5,25.42,Paypal,21/08/2024 00:00,23/08/2024 00:00,No,0
ORD20237,24/11/2025 00:00,CUST1171,Zaria,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Expedited,5,144.75,Bank Transfer,24/11/2025 00:00,25/11/2025 00:00,No,0
ORD20238,18/03/2025 00:00,CUST1189,Sokoto,Sokoto State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Expedited,15,147.76,Bank Transfer,18/03/2025 00:00,23/03/2025 00:00,No,0
ORD20239,14/05/2025 00:00,CUST1277,Kaduna,Kaduna State,P6001,Football,Sports,30,1,30,0.05,1.5,2.14,Expedited,15,45.64,Paypal,14/05/2025 00:00,15/05/2025 00:00,No,0
ORD20240,28/02/2025 00:00,CUST1076,Kano,Kano State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,15,36.5,Credit Card,28/02/2025 00:00,02/03/2025 00:00,No,0
ORD20241,21/01/2025 00:00,CUST1038,Lagos,Lagos State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Two-Day,15,31.12,Cash On Delivery,21/01/2025 00:00,24/01/2025 00:00,No,0
ORD20242,18/04/2024 00:00,CUST1079,Lagos,Lagos State,P5001,Bestseller Novel,Books,12,2,24,0,0,1.8,Expedited,5,30.8,Credit Card,18/04/2024 00:00,21/04/2024 00:00,No,0
ORD20243,04/07/2025 00:00,CUST1237,Minna,Niger State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Two-Day,5,137.76,Bank Transfer,04/07/2025 00:00,07/07/2025 00:00,No,0
ORD20244,11/06/2024 00:00,CUST1002,Abuja,Fct,P3002,Women T‑Shirt,Clothing,20,2,40,0.1,4,2.7,Two-Day,15,53.7,Paypal,11/06/2024 00:00,13/06/2024 00:00,No,0
ORD20245,03/07/2025 00:00,CUST1175,Abuja,Fct,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,5,1295,Paypal,03/07/2025 00:00,05/07/2025 00:00,No,0
ORD20246,23/01/2024 00:00,CUST1089,Minna,Niger State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,15,47.25,Paypal,23/01/2024 00:00,24/01/2024 00:00,No,0
ORD20247,12/06/2025 00:00,CUST1218,Abuja,Fct,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Two-Day,10,332.5,Paypal,12/06/2025 00:00,14/06/2025 00:00,No,0
ORD20248,11/02/2025 00:00,CUST1258,Kaduna,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,3,390,0,0,29.25,Expedited,15,434.25,Credit Card,11/02/2025 00:00,13/02/2025 00:00,No,0
ORD20249,01/04/2024 00:00,CUST1290,Kano,Kano State,P3002,Women T‑Shirt,Clothing,20,2,40,0,0,3,Two-Day,5,48,Credit Card,01/04/2024 00:00,04/04/2024 00:00,Yes,48
